"","Paper_ID","Data_ID","Author","Year_of_publication","Title","Species","Phylogeny","Average_lifespan","Age_assortative_mating","Social_mating_system","Sample_size","When_in_offspring_life_effect_was_measured","Fitness","Effect","Parent_sex","Offspring_sex","Type_of_transmissions","Slope_shape","Slope_graph_report","Slope_Value","R^2(squared_multiple_correlation)","Lower_CI","Upper_CI","S.E.","t_value","No._of_parameters","df","Effect_size","Effect_size_calculation","SE_of_effect_size","var_r"
"78","14","78","(Cooper et al., 2020)","2020","Do the ages of parents or helpers affect offspring fitness in a cooperatively breeding bird?","Superb fairy-wren","malurus cyaneus","5-6 yrs","None","Polygamy",4310,"Lifetime","Weight","Nestling weight","Extra-pair genetic male","Mixed","Extra-pair_genetic_father","Linear","NA",-0.009,NA,-0.032,-0.014,0.00459183673469388,-1.96,8,4301,-0.029872906764739,"Shinichi",0.0152220946967024,0.000231712166955376
"79","14","79","(Cooper et al., 2020)","2020","Do the ages of parents or helpers affect offspring fitness in a cooperatively breeding bird?","Superb fairy-wren","malurus cyaneus","5-6 yrs","None","Polygamy",4538,"Lifetime","Survival","Juvenile survival to independence","Extra-pair genetic male","Mixed","Extra-pair_genetic_father","Linear","NA",-0.053,NA,-0.132,0.026,0.0403061224489796,-1.31493670886076,8,4529,-0.0195353323322542,"Shinichi",0.0148421804008882,0.000220290319052511
"80","14","80","(Cooper et al., 2020)","2020","Do the ages of parents or helpers affect offspring fitness in a cooperatively breeding bird?","Superb fairy-wren","malurus cyaneus","5-6 yrs","None","Polygamy",2252,"Lifetime","Survival","Male survival to recruitment","Extra-pair genetic male","Male","Extra-pair_genetic_father_son","Linear","NA",-0.119,NA,-0.264,0.026,0.0739795918367347,-1.60855172413793,8,2243,-0.033944549197325,"Shinichi",0.0210575598755109,0.000443420827910725
"81","15","81","(Dearborn, Anders & Juola, 2008)","2008","Parent age differentially influences offspring size over the course of development in Laysan albatross","Laysan albatross","phoebastria immutabilis","40 yrs?","NA","Monogamy",99,"Early","Weight","Mass at hatching","Mixed","Mixed","Mixed","Linear","NA",0.55,NA,NA,NA,0.73,0.753424657534247,NA,97,0.0762758243291232,"Shinichi",0.100943887974665,0.0101896685194417
"82","15","82","(Dearborn, Anders & Juola, 2008)","2008","Parent age differentially influences offspring size over the course of development in Laysan albatross","Laysan albatross","phoebastria immutabilis","40 yrs?","NA","Monogamy",59,"Early","Weight","Mass at hatching","Mixed","Mixed","Mixed","Linear","NA",0.42,NA,NA,NA,1,0.42,NA,58,0.0550650285540201,"Shinichi",0.132051616651722,0.0174376294603334
"83","16","89","(Drummond & Rodríguez, 2015)","2015","Viability of Booby offspring is maximized by having one young parent and one old parent","Blue-footed booby","sula nebouxii","17 yrs","NA","Monogamy",5343,"Lifetime","LRS","Number of fledglings","Male","Mixed","Paternal","Linear","NA",0.001,NA,NA,NA,0.0042,0.238095238095238,4,5338,0.00325881058885171,"Shinichi",0.0136830873321868,0.00018722687894025
"84","17","90","(Vedder et al., 2021)","2021","Telomere length is heritable ad genetically correlated with lifespan in a wild bird","Common terns","sterna hirundo","12 yrs","NA","Monogamy",371,"Lifetime","TL","Telomere length","Mixed","Mixed","Mixed","Linear","NA",-0.152,NA,-0.202,-0.106,0.0244897959183674,-6.20666666666667,3,367,-0.308212913680176,"Shinichi",0.0471126680394597,0.00221960348979632
"85","19","92","(Noguera, Metcalfe & Monaghan, 2018)","2018","Experimental demonstration that offspring fathered by old males have shorter telomeres and reduced lifespans","Zebra finch","taeniopygia guttata","2.5 yrs","NA","Monogamy",136,"Lifetime","TL","Telomere length","Male","Mixed","Paternal","Linear","NA",-0.042,NA,NA,NA,NA,2.311,NA,18.8,0.4703539841282,"Shinichi",0.0672752334154791,0.00452595703110719
"86","19","93","(Noguera, Metcalfe & Monaghan, 2018)","2018","Experimental demonstration that offspring fathered by old males have shorter telomeres and reduced lifespans","Zebra finch","taeniopygia guttata","2.5 yrs","NA","Monogamy",137,"Lifetime","Weight","Body mass","Male","Mixed","Paternal","Linear","NA",0.056,NA,NA,NA,NA,-2.25,NA,19.15,-0.45725946222864,"Shinichi",0.0680710203222597,0.00463366380771349
"87","20","94","(Dupont et al., 2018)","2018","Young parents produce offspring with short telomeres: A study in a long-lived bird, the Black-browed Albatross (Thalassarche melanophris)","Black-browed albatross","thalassarche melanophris","70 yrs","NA","Monogamy",51,"Lifetime","TL","Telomere length","Mixed","Mixed","Mixed","Linear","NA",0.053,NA,NA,NA,0.017,3.11764705882353,1,49,0.406850588418409,"Shinichi",0.119210371243371,0.0142111126119823
"88","20","95","(Dupont et al., 2018)","2018","Young parents produce offspring with short telomeres: A study in a long-lived bird, the Black-browed Albatross (Thalassarche melanophris)","Black-browed albatross","thalassarche melanophris","70 yrs","NA","Monogamy",51,"Lifetime","Proxy","Offspring body condition","Mixed","Mixed","Mixed","Linear","NA",113.3,NA,NA,NA,26.1,4.34099616858238,1,49,0.52702702650221,"Shinichi",0.103177501905177,0.0106455968993928
"89","21","96","(Bauch et al., 2021)","2021","Maternal Age-Related Depletion of Offspring Genetic Variance in Immune Response to Phytohaemagglutinin in the Blue Tit (Cyanistes caeruleus)","Jackdaws","coloeus monedula","5 yrs","NA","Monogamy",715,"Early","TL","Telomere length at day 4","Male","Mixed","Paternal","Linear","NA",-25.1,NA,NA,NA,13.4,-1.87313432835821,1,713,-0.0699774656328019,"Shinichi",0.0372669060011185,0.00138882228289621
"90","21","97","(Bauch et al., 2021)","2021","High heritability of telomere length and low heritability of telomere shortening in wild birds","Jackdaws","coloeus monedula","5 yrs","NA","Monogamy",474,"Early","TL","Telomere length at day 29","Male","Mixed","Paternal","Linear","NA",-30.2,NA,NA,NA,14.2,-2.12676056338028,1,472,-0.0974263908800068,"Shinichi",0.045591830708652,0.00207861502736639
"91","22","98","(Preston et al., 2015)","2015","The sperm of aging male bustards retards their offspring's development","Houbara bustard","chlamydotis undulata","NA","NA","Polygamy",939,"Lifetime","Weight","Offspring mass","Male","Mixed","Paternal","Linear","NA",-0.4014,NA,NA,NA,0.997,-0.402607823470411,NA,1,-0.373475189359379,"Shinichi",0.0281118416047898,0.000790275638412791
